अकड़	اڪڙ
टुक्राटो	ٽڪراٽو
टुक्रो	ٽڪرو
टुट	ٽٽ
टुटणु	ٽٽڻ
टुटल	ٺٺل
टुटी	ٽٽي
टुफ़ंग	تقنگ
टुॿिको	ٽٻڪو
टुॿी	ٽٻي
टुवालु	ٽوال
टुंग	ٽنگ
टुंगु	ٽنگ
टुंडो	ٽنڊو
टुंबणु	ٽنبڻ
टुंबाइणु	ٽنبائڻ
टे	تي
टे	ٽي
टेक	ٽڪ
टेक	ٽيڪ
टेगॾु	ٽيگڙ
टेज़	تيز
टेॾो	ٽيڏو
टेंडर	ٽينڊر
टोक	ٽوڪ
टोकणु	ٽوڪڻ
टोकाइतो	ٽوڪائتو
टोक्बाज़ी	ٽوڪبازي
टोक्री	ٽوڪري
टोटो	ٽوٽو
टोट्काई	ٽوٽڪائي
टोट्को	ٽوٽڪو
टोड	ٽوڊ
टोड़	ٽوڙ
टोड़णु	ٽوڙڻ
टोनो	ٽونو
टोपणु	ٽوپڻ
टोपी	ٽوپي
टोपो	ٽوپو
टोप्लो	ٽوپلو
टोर	ٽور
टोरे	ٽوڙي
टोली	ٽولي
टंग	ٽنگ
टंगणु	ٽنگڻ
टंग्यल	ٽنگيل
टंटो	ٽنٽو
ट्यूब	ٽيوب
ट्रस्टी	ٽرسٽي
ट्वारीख़	تواريخ
ठकलु	ٿڪل
ठकाउ	ٺڪاء
ठॻणु	ٺڳڻ
ठॻी	ٺڳي
ठॻींदड़ु	ٺڳيندڙ
ठॻु	ٺڳ
ठठोली	ٺٺولي
ठपणु	ٺپڻ
ठपो	ٺپو
ठयणु	ٿيڻ
ठर्यलु	ٺريل
ठल्हाई	ٺلهائي
ठह	ٺه
ठहॻी	ٺڳي
ठहणु	ٺهڻ
ठहाइणु	ٺھائڻ
ठहिकणु	ٺھڪڻ
ठहिकणु	ٺهڪڻ
ठहियलु	ٺهيل
ठहिराइणु	ٺھرائڻ
ठहिराइणु	ٺهرائڻ
ठहिराउ	ٺهراء
ठही	ٺهي
ठहंदड़	ٺھندڙ
ठहंदो	ٺهندو
ठह्काइणु	ھهڪائڻ
ठह्कंदड़	ٺهڪندڙ
ठह्कंदर	ٺهڪندر
ठह्यल	ٺهيل
ठह्यल	ٺھيل
ठह्राइणु	ٺھرائڻ
ठह्राइणु	ٺهرائڻ
ठह्राउ	ٺهراء
ठह्रायलु	ٺهرايل
ठाइणु	ٺائڻ
ठाक	ٺاڪ
ठाठ	ٺاٺ
ठाठु	ٺاٺ
ठापणु	ٺاپڻ
ठापुर	ٺاپر
ठारणु	ٺارڻ
ठाह	ٺاھ
ठाह	ٺاه
ठाहिणु	ٺاھڻ
ठाहिणु	ٺآهڻ
ठाहिणु	ٺاهڻ
ठाहियल	ٺاھيل
ठाहिं~उ	ٺائڻ
ठाहींदड़	ٺاهيندڙ
ठाहींदड़	ٺاھيندڙ
ठाहींद्ड़	ٺاهيندڙ
ठाहु	ٺاھ
ठाहु	ٺاه
ठाहूकाई	ٺاهوڪائي
ठाहूको	ٺاهوڪو
ठाहूको	ٺاھوڪو
ठाहे	ٺاهي
ठाह्यलु	ٺاهيل
ठिकर	ٺڪر
ठिकाणो	ٺڪاڻو
ठिठोली	ٺٺولي
ठियणु	ٿيڻ
ठि~यणु	ٿيڻ
ठीक	ٺيڪ
ठीको	ٺيڪو
ठुक्यल	ٺڪيل
ठुक्राइणु	ٺڪرائڻ
ठुड़को	ٺڙڪو
ठूक	ٺوڪ
ठूसणु	ٺوسڻ
ठूह	ٺوھ
ठूह	ٺوه
ठूंठि	ٺونٺ
ठूंठो	ٺونٺو
ठेह्राइणु	ٺھرائڻ
ठेह्रायल	ٺھرايل
ठेंग	ٺينگ
ठैकणु	ٺئڪڻ
ठैराइणु	ٺھرائڻ
ठोकणु	ٺوڪڻ
ठोकर	ٺوڪر
ठोठि	ٺوٺي
ठोड़हो	ٺوڙهو
ठोस	ٺوس
ठौंशो	ٺونشو
डपाइतो	ڊپائتو
डपु	ڊپ
डबू	ڊبو
डॿरोटी	ڊٻرروٽي
डॿरोटीअ	ڊٻروٽيء
डॿाइणु	دٻائڻ
डर्सनी	درسني
डहणु	ڊھڻ
डहिको	دهڪو
डाक	ڊاڪ
डाकू	ڊاڪو
डाक्टर	ڊاڪٽر
डाक्ट्री	ڊاڪٽري
डाख	ڊاک
डाग़ु	داغ
डाह	ڊاھ
डाहिणु	ڊاھڻ
डाहिणु	ڊاهڻ
डांवा	ڊانوا
डांवाडोल	ڊانواڊول
डांवाडोल	ڊڱنواڊول
डांवां	ڊانوان
डांवांडोल	ڊانوانڊول
डांवांडोल	ڊانواڊول
डिक्शिनरी	ڊڪشنري
डिघाई	ڊگھائي
डिघी	ڊگھي
डिघेरणु	ڊگھيرڻ
डिघो	دگھو
डिघो	ڊگھو
डिॼणु	ڊڄڻ
डिॼणो	ڊڄڻو
डिॼिणो	ڊڄڻو
डिॼी	ڊڄي
डिढु	ڊڍ
डिढ्हु	ڊڍ
डिॿिड़	ڊٻر
डि^यणु	ڏيڻ
डिल	دل
डीठ	ڊيٺ
डुक	ڊڪ
डुकणु	ڊڪڻ
डुकी	ڊڪي
डुकंदड़	ڊڪندڙ
ड़े	ڙي
डेघ	ڊيگھ
डेघि	ڊيگھ
डेॼाईंदड़	ڊيڄائيندڙ
डेॼारणु	ڊڄارڻ
डेॼारणु	ڊيڄارڻ
डेॼो	ڊيڄو
डोखो	دوکو
डोड़	ڊوڙ
डोड़णु	ڊوڙڻ
डोड़ाइणु	ڊوڙائڻ
डोरणु	ڊورڻ
डोल	ڊول
डौरु	دور
डौल	ڊول
डौलाइतो	ڊولائتو
डौलु	ڊول
डंगु	ڍنگ
ॾई	ڏئي
ॾकणु	ڏڪڻ
ॾकाइणु	ڏڪائڻ
ॾक्णी	ڏڪڻي
ॾखण	ڏکڻ
ॾखणु	ڏکڻ
ॾटोमुटो	ڏٽڏمٽو
ॾटोमुटो	ڏٽومٽو
ॾॾु	ڏڏ
ॾढु	ڏڍ
ॾन्द	ڏند
ॾन्दु	ڏند
ॾन्दो	ڏندو
ॾमरु	ڏمر
ॾमिर्यल	ڏمريل
ॾयण	ڏيڻ
ॾयणु	ڏيڻ
ॾयारणु	ڏيارڻ
ॾयारींदड़	ڏياريندڙ
ॾयारींदड़	ڏيارينديڙ
ॾयारे	ڏياري
ॾरु	ڏر
ॾसिणी	ڏسڻي
ॾसींदड़	ڏسيندڙ
ॾसु	ڏس
ॾह	ڏھ
ॾह	ڏه
ॾहाईन	ڏھائين
ॾहाको	ڏھاڪو
ॾही	ڏھي
ॾहें	ڏھين
ॾहों	ڏهون
ॾह्काइणु	ڏهڪائڻ
ॾह्काउ	ڏهڪاء
ॾाइणि	ڏائڻ
ॾाओ	ڏائو
ॾाकण	ڏاڪڻ
ॾाकणि	ڏاڪڻ
ॾाको	ڏاڪو
ॾाखिणो	ڏاکڻو
ॾाख्ड़ो	ڏاکڙو
ॾाजो	ڏاج
ॾाड़ह	ڏاڙه
ॾाड़हणु	ڏاڙهڻ
ॾाड़ही	ڏاڙهي
ॾाड़ही	ڏاڙھي
ॾाड़हूं	ڏاڙهون
ॾाॾाणो	ڏاڏاڻو
ॾाॾी	ڏاڏي
ॾाॾो	ڏاڏو
ॾाढाई	ڏاڍائي
ॾाढाईअ	ڏاڍائيء
ॾाढो	ڏاڍو
ॾात	ڏات
ॾानासिरो	ڏاناسرو
ॾामर	ڏامر
ॾामरु	ڏامر
ॾार	ڏار
ॾारु	ڏار
ॾारु	دور
ॾाहप	ڏاھپ
ॾाहप	ڏاهپ
ॾाहो	ڏاهو
ॾांउ	ڏانء
ॾांडारी	ڏانڊاري
ॾांडी	ڏانڊي
ॾांद	ڏاند
ॾांह	ڏان
ॾांहुं	ڏانهن
ॾिॼंदड़	ڊڄندڙ
ॾिठल	ڏٺل
ॾिठे	ڏٺي
ॾिणु	ڏڻ
ॾिनल	ڏنل
ॾिनलु	ڏنل
ॾिन्गो	ڏنگو
ॾियण	ڏيڻ
ॾियणु	اڪيلو
ॾियणु	ڪرڻ
ॾियणु	ڏيڻ
ॾियणु	يا
ॾियणुव	ڏيڻوي
ॾियारणु	ڏيارڻ
ॾियारींदड़	ڏياريندڙ
ॾिसण	ڏسڻ
ॾिसणु	ڏسڻ
ॾिसिजणु	ڏسجڻ
ॾिसी	ڏسي
ॾिसंदड़	ڏسندڙ
ॾिंगाई	ڏنگائي
ॾिंगो	ڏنگو
ॾीओ	ڏيئو
ॾीन्दड़ु	ڏيندڙ
ॾीये	ڏئي
ॾीलु	ڏيل
ॾींदड़	ڏيندڙ
ॾींदड़ि	ڏيندڙ
ॾींदड़ु	ڏيندڙ
ॾींदे	ڏيندي
ॾींहुं	ڏينھن
ॾींहं	ڏينھن
ॾींहं	ڏينهن
ॾुकार	ڏڪار
ॾुख	دک
ॾुख	ڏک
ॾुखाइणु	ڏکائڻ
ॾुखाइतो	ڏکائتو
ॾुखियो	ڏکيو
ॾुखु	ڏک
ॾुखोईंदड़	ڏکوئيندڙ
ॾुखोयल	ڏکويل
ॾुख्याई	ڏکيائي
ॾुख्यो	ڏکيو
ॾुॾु	ڏڏ
ॾुधु	ڏڌ
ॾुॿराई	ڏٻرائي
ॾुॿरो	ڏٻرو
ॾुहणु	ڏهڻ
ॾुहाई	ڏهائي
ॾुहाॻिणि	ڏهاڳڻ
ॾूरांहों	ڏورانهون
ॾे	ڏي
ॾे-ई	ڏيئي
ॾेख	ڏيک
ॾेखरणु	ڏيکارڻ
ॾेखाइतो	ڏيکائتو
ॾेखाउ	ڏيکاء
ॾेखारणु	ڏيکارڻ
ॾेखारिणु	ڏيکارڻ
ॾेखारी	ڏيکاري
ॾेखारींदड़	ڏيکاريندڙ
ॾेखाव	ڏيکاو
ॾेखु	ڏيک
ॾेख्दार	ڏيکدار
ॾेॾर	ڏيڏر
ॾेॾरु	ڏيڏر
ॾेती	ڏيتي
ॾेरो	ڏيرو
ॾेवालो	ڏيوالو
ॾेव्रो	ڏيورو
ॾेही	ڏيھي
ॾेंभू	ڏينڀو
ॾोई	ڏوئي
ॾोखी	ڏوکي
ॾोॾो	ڏوڏو
ॾोरापे	ڏوراپي
ॾोरापो	ڏوراپو
ॾोरि	ڏور
ॾोरि	ڏوري
ॾोरी	ڏوري
ॾोलु	ڏول
ॾोह	ڏوھ
ॾोह	ڏوه
ॾोहारी	ڏوھاري
ॾोही	ڏوهي
ॾोही	ڏوھي
ॾोहीअड़ो	ڏوھيئڙو
ॾोहीड़ो	ڏوهيڙو
ॾोहु	ڏوھ
ॾोहु	ڏوه
ॾोह्टी	ڏوھٽي
ॾोह्टो	ڏوھٽو
ॾंगणु	ڏنگڻ
ॾंडु	ڏنڊ
ॾंडो	ڏنڊو
ॾंड्वत	ڊنڊوت
ॾंद	ڏند
ॾंदन	ڏندن
ॾंदु	ڏنڌ
ॾंदु	ڏند
ढओंघ	ڍونگھ
ढक	ڍڪ
ढकणु	ڍڪڻ
ढकणु	ڍڪيل
ढकियल	ڊڪيل
ढकु	ڍڪ
ढके	ڍڪي
ढॻा	ڍڳا
ढॻो	ڍڳو
ढन्गु	ڍنگ
ढल	ڍل
ढव	ڊو
ढापण	ڍاپڻ
ढार	ڍار
ढाल	ڊال
ढाहिणु	ڍاهڻ
ढांचो	ڍانچو
ढिॻु	ڍڳ
ढिर	ڍر
ढिराइतो	ڍرائتو
ढिराई	ڍرائي
ढिरो	ڍرو
ढिलाई	ڍلائي
ढिलो	ڍلو
ढुकु	ڍڪ
ढेर	ڍير
ढेरु	ڍير
ढोअणु	ڍؤڻ
ढोइणु	ڊوهڻ
ढोड़	ڍور
ढोन्ग	ڊونگ
ढोलिणो	ڊولڻو
ढोंग	ڍونگ
ढोंगी	ڍونگي
ढोंगु	ڍونگ
ढंग	ڍنگ
ढंगाइतो	ڍنگائتو
ढंगु	ڍنگ
ढंढ	ڍنڍ
ढ्^यान	ڌيان
त	ت
तक	تڪ
तकड़	تڪڙ
तकड़ि	تڪڙ
तकणु	تڪڻ
तकाज़ा	تقاضا
तकिड़ो	تڪڙو
तकु	تڪ
तक्ड़ो	تڪڙو
तक्दीर	تقدير
तक्नीकी	تڪنين
तक्रार	تڪرار
तक्रार	تقرار
तक्रारी	تڪراري
तक्रारु	تڪرار
तक्रीर	تقرير
तक्लीफ़	تڪليف
तक्लीफ़्वारो	تڪليفوارو
तक्सीम	تقسيم
तख़्त	تخت
तख़्ती	تختي
तख़्तीअ	تخطيع
तख़्तु	تخت
तख़्तो	تختو
तजणु	تجڻ
तजिर्बो	تجربو
तजिलो	تجلو
तज्रिबो	تجربو
तज्लो	تجلو
तज्वीज़	تجويز
तड़	تڙ
तड़क	تڙڪ
तड़फणु	تڙڦڻ
तड़ो	تڙو
तॾहिं	تڏهن
तॾहोको	تڌهوڪو
तॾो	تڏو
ततु	تت
तत्काल	تتڪال
तत्मो	تتمو
तदारक	تدارڪ
तनावु	تناو
तन्ज़	طنز
तन्ज़ी	طنزي
तन्दुरुस्त	تندرست
तन्दुरुस्ती	تندرستي
तन्हाई	تنهائي
तप	تپ
तपत	تپت
तपति	تپت
तपस्वी	تپسوي
तपास	تپاس
तपासणु	تپاسڻ
तपासींदड़	تپاسيندڙ
तपियल	تپيل
तपु	تپ
तप्णो	تپڻو
तप्यल	تپيل
तफ़ावत	تفاوت
तफ़ावत	طفاوت
तफ़ावतु	تفاوت
तफ़ावतु	طفاوت
तफ़्सील	تفصيل
तफ़्सील्वार	تفصيلوار
तबादिलो	تبادلو
तबाही	تباهي
तबाही	تباھي
तबीब	طبيب
तबीबु	طبيب
तबेलो	تبيلو
तब्को	طبقو
तब्दील	تبديل
तमाक	تماڪ
तमाम	تمام
तमाम	طمام
तमाशो	تماشو
तमीज़	تميز
तमंचो	تمنچو
तर	تر
तरकी	ترقي
तरणु	ترڻ
तरफ़	طرف
तरफ़ु	طرف
तरफ़्दार	طرفدار
तरफ़्दारी	طرفداري
तरल	ترل
तरस	ترس
तरसु	ترس
तरह	طرح
तरह	طره
तराई	ترائي
तराख्ड़ो	تراکڙو
तरानो	ترانو
तरार	ترار
तरावती	تراوتي
तराशणु	تراشڻ
तरि	تر
तरीको	طريقو
तरु	تر
तरु	تل
तरे	تري
तरो	ترو
तरंग	ترنگ
तरंदड़	ترندڙ
तरंदड़ु	ترندڙ
तर्क	ترڪ
तर्की	ترقي
तर्कीब	ترڪيب
तर्कु	ترڪ
तर्ज़	ترز
तर्जीह	ترجيح
तर्जीही	ترجيحي
तर्जुमान	ترجمان
तर्जुमो	ترجمو
तर्ज्मो	ترجمو
तर्तीब	ترتيب
तर्दीद	ترديد
तर्फ़ो	طرفو
तर्फ़्दार	طرفدار
तर्बतर	تربتر
तर्यलु	تريل
तर्सणु	ترسڻ
तर्साइणु	ترسائڻ
तलाउ	تلاء
तलाक	طلاق
तलाश	تلاش
तलाशी	تلاشي
तलाशीअ	تلاشيء
तल्ब	طلب
तल्वार	تلوار
तवानो	توانو
तवारीख़ी	تواريخي
तवील	تويل
तव्हां	توهان
तव्हीं	توهين
तश्ख़ीस	تشخيص
तश्रीही	تشريحي
तसली	تسلي
तस्दीक	تصديق
तस्री	تسري
तस्वीर	تصوير
तस्वीर	صوير
तस्वीरुन	تصويرون
तहख़ानो	تهخانو
तहिख़ानो	تھخانو
तहिं	تنهن
तहिंकरे	تنھنڪري
तहु	تح
तहु	ته
तह्कीकात	تحقيقات
तह्ज़ीब	تھذيب
तह्ज़ीब	تهذيب
तह्रीक	تهريڪ
तह्सील	تحسيل
ताईं	تائين
ताक	تاڪ
ताकत	تاقت
ताकत	طاقت
ताकी	طاقي
ताकीद	تاقيد
ताकीद	تاڪيد
ताकीदी	تاڪيدي
ताकीदो	تاقيدو
ताकु	تاڪ
ताज	تاج
ताजुब	تعجب
ताज़ो	تازو
ताज़्गी	تازگي
ताज़्गीअ	تازگي
ताड़यूं	تاڙيون
ताड़े	تاڙي
ताणणु	تاڻڻ
ताण्यलु	تانڻيل
ताण्यलु	تاڻيل
तात्पर्ज	تاتپرج
तात्पर्ज़ु	تات
तात्पुर्ज	واوپرج
तादी	تادي
तादी	تعدي
तानाज़न	طعنازن
तानाशाही	تاناشاهي
तानाशाहु	تاناشاه
तानो	تعنو
तानो	طعنو
ताबेदार	تابعدار
ताबेदार	تعبيدار
ताबेदारी	تعبيداري
तामील	تعميل
तामु	تام
तार	تار
ताराज़ी	تارازي
तारीख़	۾
तारीख़	تاريخ
तारीफ़	تعاريف
तारीफ़	تعريف
तारूं	تارون
तारो	تارو
तालिब	طالب
तालीम	تعليم
तालीमी	تعليمي
