अकड़	اڪڙ
छोक्राटु	ڇوڪراٽ
छोक्रानो	ڇوڪرانو
छोक्री	چوڪري
छोक्री	ڇوڪري
छोक्रीअ	ڇوڪري
छोक्रे	ڇوڪري
छोक्रो	ڇوڪرو
छोटि	ڇوٽِ
छोटिकारो	ڇوٽڪارو
छोट्कारो	ڇوٽڪارو
छोट्को	ڇوٽڪو
छोड़णु	ڇوڙڻ
छोॾे	ڇوڏي
छोॾो	ڇوڏو
छोली	ڇولي
छोलू	ڇولو
छंछरु	ڇنڇر
छंड	ڇنڊ
छंड	ڇند
छंडा	ڇنڊا
छंडो	ڇنڊو
छंदु	ڇند
ज़ईफ़	زعيف
ज़ईफ़ु	ضعيف
जकड़	جڪڙ
ज़ख़म	زخم
ज़ख़मु	زخم
ज़ख़्मी	زخمي
जॻ	جڳ
जॻतु	جڳت
जॻमॻाइणु	جڳمڳائڻ
जॻमॻाईंदड़्	جڳمڳائيندڙ
जॻह	جڳھ
जॻह	جڳه
जॻहि	جڳھ
जॻह्	جڳھ
जॻह्	جڳه
जॻाइणु	جڳائڻ
जॻाईंदड़	جڳائيندڙ
जजु	جج
जज़्बात	جذبات
जज़्बे	جزبي
जज़्बो	جَذبو
जटाउ	جٽاءُ
जटाउ	جَتاءُ
जड़	جڙ
जड़णु	جڙڻ
जड़त	جڙت
जड़ी	جڙي
जड़्	جڙ
जड़्ता	جڙتا
जड़्वाद	جڙواد
जॾहिं	جڏهن
जॾो	جڏو
जतन	جتن
जथो	جٿو
जनक	جنڪ
जनत	جَنَت
जनम	جنم
जनम्पत्री	جنمپتري
ज़नानो	زنانو
ज़नानो	زَنانو
जन्गी	جَنگيِ
जन्ता	جنتا
जन्मी	جنمي
ज;न्हिं	جَنهِن
जफ़ाकशी	جفاڪشي
ज़बर्दस्त	زبردست
ज़बर्दस्ती	زبردستي
ज़बर्दस्तीअ	زبردستيءَ
जबलु	جبل
ज़बान	زبان
ज़बान	هلائڻ
ज़बानी	زباني
ज़ब्त	ضبت
ज़ब्त	ضبط
ज़ब्ती	ضبتي
ज़ब्ती	ضبطي
ज़ब्तु	ضبط
जब्रो	جبرو
ज़म	ذم
जमा	جمع
जमाइत	جمائت
ज़मान	زمان
ज़मानत्दार	ضمانتدار
ज़माने	زماني
ज़मानो	زمانو
ज़मानो	زَمانو
जमीअत्	جميعت
ज़मीन	زمين
ज़मीनदोज़	زميندوز
ज़मीन्	زمين
ज़मीन्दार्	زميِمدار
ज़मीन्दोज़	زميندوز
ज़मीमो	ضميمو
ज़मीर्	ضمير
ज़मींदार	زميندار
ज़मींदारी	زمينداري
जमौ	جمع
ज़ररु	ضرور
ज़रर्नाक	زررناڪ
ज़रिड़ो	ذرڙو
ज़री	زري
ज़री	زريِ
ज़रूर	ضرور
ज़रूर	ضَروُر
ज़रूरत	ضرورت
ज़रूरतूं	ضرورتوُن
ज़रूरत्	ضَرورَت
ज़रूरी	ضروري
ज़रूरु	ضرور
ज़रूर्	ضرور
ज़रे	ذري
ज़रो	ذرو
ज़रो	ذَرو
ज़र्दु	زرد
ज़र्ब	ضرب
जर्मनी	جَرمَنيِ
जलाइण	جلائڻ
जलाऊ	جلائو
जलाद	جلاد
जलावतनी	جلاوطني
जलु	جل
जलूस	جلوس
जल्द	جلد
जल्दी	جلدي
जल्दी	جَلدي
जल्दु	جلڊ
जल्दु	جلد
जल्द्बाज़ी	جلدبازي
जल्द्बाज़्	جلدباز
जल्परी	جلپري
जल्वे	جلوي
जल्वो	جلوو
जल्सो	جلسو
जल्सो	جَلِسو
जव	جو
जव	جَوَ
जवन	جون
जवानी	جواني
जवानु	جوان
जवाब	جواب
जवाबी	جوابي
जवाबु	جواب
जवाब्	جواب
जवाब्दार	جوابدار
जवाब्दारी	جوابداري
जवाब्दारीअ	جوابداري
जवाब्दार्	جوابدار
ज़वालियत्	زواليت
जवाहरि	جواھري
जवाहर्	جواھر
जवाहिर	جواهر
जवाह्रात्	جواھرات
जशन	جشن
जशन्	جشن
जसाइतो	جسائتو
जसु	جس
ज़हनु	زهن
ज़हरु	زهر
जहाज़	جھاز
जहाज़	جهاز
जहाज़न	جھازن
जहाज़न	جهازن
जहाज़ी	جھازي
जहाज़ी	جهازي
जहाज़ु	جهاز
जहाज़्	جَهاز
जहाज़्रानी	جهازراني
जहान	جهان
जहिड़ाई	جهڙائي
जहिड़ी	جهڙي
जहिड़ो	جهڙو
जहिड़ो	جَهِڙو
जहिड़ो	جَھڙو
जहिड़ो	جھڙو
ज़हिरी	زهري
जहिं	جنھن
जहिं	جنهن
जहिं	جهن
ज़हीन	ذهين
जह्ड़ा	جھڙا
जह्ड़ी	جھڙي
जह्ड़ो	جهڙو
जह्ड़ो	جَھڙو
जह्ड़ो	جھڙو
ज़ह्री	زهري
ज़ह्रीलो	زهريلو
जह्रोक्:	جَهروڪ
जा	جا
जाइ	جاء
जाइ	جاءِ
ज़ाइकेदार	ذائقيدار
ज़ाइको	ذائقو
जाइज़	جائز
जाइज़ु	جائِز
जाइज़्	جائز
जाइदाद	جائداد
जाइदाद	جائِداد
ज़ाइफ़ा	زاعفا
जाए	جائي
जागीर	جاگير
जाॻ	جاڳ
जाॻणु	جاڳڻ
जाॻयलु	جاڳيل
जाॻाइणु	جاڳائڻ
जाॻिर्ता	جاڳرتا
जाॻु	جاڳُ
जाच	جاچ
जाच	جاچَ
जाचणु	جاچَڻُ
जाचणु	جاچڻ
जाचींदड़	جاچيندڙ
जाचे	جاچي
ज़ाटि	ذاتِ
ज़ाट्यो	ذاتيو
जाड़ो	جاڙو
जाणि	جاڻ
ज़ात	ذات
ज़ाति	ذات
ज़ाति	زات
जाती	جاتي
ज़ाती	ذاتي
ज़ाती	ذاتيِ
ज़ाती	زاتي
जातीअ	جاتيَ
ज़ात्	ذات
जादु	جادو
जादू	جادو
जादू	جادوَ
जादूगर	جادوگر
जादूगरिणि	جادوگرڻ
जादूगरी	جادوگري
जान	جان
जानि	جان
जानी	جاني
जान्wअर	جانور
जान्बाज़	جانباز
जान्वरन	جانورن
जान्वरनि	جانورن
जान्वर्	جانور
ज़ाब्ते	ضابطي
ज़ाब्तो	ضابطو
जाब्लू	جابلو
जाब्लू	جابلوُ
जाम	جام
जाम	جامَ
ज़ामिन	ضامن
ज़ामिनु	ضامن
जामेट्री	جاميٽِريِ
जामो	جامو
जाम्	جام
जारी	جاري
ज़ाल	زال
जालन्	جالن
ज़ालपिणु	زالپڻ
ज़ालाणो	زالاڻو
ज़ालिम	ظالم
ज़ालूं	زالون
जाल्साज़ी	جالسازي
जावित्री	جاوتري
जासूद	جاسود
जासूस	جاسوس
जासूस	جاسُوس
जासूसु	جاسوس
जासूस्	جاسوس
ज़ाहिर	ظاھر
ज़ाहिर	ظاهر
ज़ाहिर	ظاهِر
ज़ाहिराई	ظاھرائي
ज़ाहिरी	ضاهري
ज़ाहिरी	ظاھريِ
ज़ाहिरी	ظاهري
ज़ाहिरु	ظاھر
ज़ाहिरूं	ظاهرون
ज़ाहिर्	ظاھر
जाहिली	جاهلي
जाहिल्	جاھل
जांठो	جانٺو
जिअं	جئن
ज़िक्रु	ذڪر
जिगरी	جگري
जिग्री	جگري
जिॻयासा	جڳياسا
जिॻयासू	جڳياسو
जितां	جتان
जिते	جتي
ज़िदी	ضدي
ज़िदु	ضد
ज़िनाउ	زناءُ
जिनिखे	جنکي
जिनु	جن
ज़िڱन्दगी	زندگي
ज़िन्दादिल	زندادل
जिन्स	جنس
जिन्स	جِنِسَ
जिन्सी	جنسي
जिन्स्यत	جنسيت
ज़िबानु	زبان
ज़िमेदार	ذميدار
ज़िमेदारी	ذميواري
ज़िमेदारी	ضِميداريِ
ज़िमेवार	ذميوار
ज़िमो	ذمو
ज़ियादा	زيادا
ज़ियान	زيان
ज़ियान	ضيان
जियापो	جياپو
जियारणु	جيارڻ
ज़िरह	ظِرَه
ज़िलो	ضلعو
ज़िल्ज़िलो	ذلذلو
ज़िल्ज़िलो	زلزلو
जिस्त	جِستَ
जिस्त	جِستُ
जिस्मानी	جسماني
ज़िंदा	زندا
ज़िंदादिल	زندادل
ज़िंदादिल	زندهدل
जिंदु	جند
जिंस	جنس
जी	انگور
जी	جي
जी	جيِ
जी	ڇوڪري
जीअणु	جيئڻ
जीअरी	جيئري
जीअरे	جيئري
जीअरो	جيئرو
जीअरो	جيئَرو
जीअं	جيئن
जीअं	جيئَن
जीआलो	جيئالو
जीत	جيت
जीतण	جيتڻ
जीतणु	جيتڻ
जीतु	جيت
ज़ीन	زينذ
ज़ीरकु	زيرڪ
जीरो	جيرو
जीव	جيو
जीवन	جيون
जीवनी	جيِوَنيِ
जीवनु	جيون
जीवाणू	جيواڻو
जीवित्	جيوت
जीवु	جيو
जीव्	جيو
जीव्ड़न	جيوڙن
जीव्ड़ा	جيوڙا
जीव्ड़ो	جيوڙو
जीव्णी	جيِوڻيِ
जुआरी	جوئاري
ज़ुकाम्	زڪام
जुॻाए	جڳائي
जुज़ा	جزا
जुज़ा	جُزا
जुज़ो	جزو
जुज़ो	جُزو
जुज़्वी	جزوي
जुटाइणु	جٽائڻ
जुठ	جٺ
जुठि	جٺ
जुड़्जणु	جڙجڻ
जुड़्तू	جُڙتوُ
जुड़्तू	جڙتو
जुड़्यल	جڙيل
जुड़्यलु	جڙيل
जुत	جت
जुती	جتي
जुथो	جٿو
जुदा	جدا
जुदा	جُدا
जुदाई	جدائي
जुदाई	جُدائِي
जुनून	جنون
जुनूनी	جنوني
जुनून्	جنون
ज़ुबान	زبان
ज़ुबानी	زباني
जुमो	جمعو
जुम्ले	جملي
जुम्लो	جملو
जुरिअत	جريت
जुरियत्	جريت
जुर्यत	جريت
जुलाबु	جلاب
ज़ुलुम	ظلم
जुलूस	جلوس
जुल्द	جُلِدُ
जुल्दु	جلد
ज़ुल्म	ظلم
ज़ुल्मु	ظلم
ज़ुल्म्	ظلم
जुवा	جوا
जुवानिड़ी	جوانڙي
जुवानीअ	جوانيءَ
जूअरि	جوئر
जूआ	جوئا
जूआरी	جوئاري
जूखो	جوکو
जूच	جوچ
जूठि	جوٺ
जूरी	جوري
जूरीअ	جوريءَ
जूलाहो	جولاهو
जूं	جون
जे	جي
जे	جيِ
जेकॾहिं	جيڪڏهن
जेकर	جيڪر
जेकस	جيڪس
जेकी	جيڪي
जेको	جيڪو
जेॾा	جيڏا
जेॾाहुं	جيڏاهن
जेॾांहुं	جيڏانهن
जेॾो	جيڏو
ज़ेतून	زيتون
जेतोणीक	جيتوڻيڪ
जेतोणीक्	جيتوڻيڪ
जेत्रे	جيتري
जेत्रो	جيترو
जेब	جيب
जेरो	جيرو
ज़ेरोक्स	زيروڪس
ज़ेर्ज़मीन	ذيرزمين
ज़ेर्तज्वीज़	زيرتجويز
ज़ेर्दस्ट्	زيردست
ज़ेर्दस्त	زيردست
ज़ेर्दस्ती	زيردستي
जेल	جيل
जेलर	جيلر
जेल्	جيل
ज़ेवर	زيور
जेसिताईं	جيستائين
जेसीं	جيسين
जेस्ताईं	جيستائين
जेह्ड़ा	جھڙا
जैकेट्	جَئِڪيٽ
ज़ैफ़्रान	زعفران
जैहिड़ो	جھڙو
जो	جو
जो	هوا
जो	يا
जोइ	جوءِ
जोखम	جوکم
जोख़ाइतो	جوخائتو
जोखाइतो	جوکائتو
जोखे	جوکي
जोखो	جوکو
जोॻाई	جوڳائي
जोॻाई	جوڳائيِ
जोॻी	جوڳي
जोॻो	جوڳو
जोड़	جوڙ
जोड़णु	جوڙڻ
जोड़ी	جوڙي
जोड़ीदार	جوڙيدار
जोड़ीदार्	جوڙيدار
जोड़ींदड़	جوڙيندڙ
जोड़ु	جوڙ
जोड़ो	جوڙو
जोड़्	جوڙ
जोड़्जक	جوڙجڪ
जोड़्जक	جوڙجڪا
जोतिश	جوتش
जोतिश	جوتِش
जोती	جوتي
जोधो	جوڌو
जोभनु	جوڀن
ज़ोर	ذور
ज़ोर	زور
जोरणु	جوڙڻ
जोराबु	جوراب
जोराबु	راب
ज़ोरीअ	زوريءَ
ज़ोरु	زور
ज़ोर्दार	زوردار
ज़ोर्दार्	زوردار
जोश	جوش
जोश	جوشَ
जोशाइतो	جوشائتو
जोशीलो	جوشيلو
जोशीलो	جوشيِلو
जोशु	جوش
जोशु	جوشُ
जोश्	جوش
जौह्री	جوھري
जंग	جنگ
जंग	جَنگ
जंगि	جنگ
जंगी	جنگي
जंगी	جَنگيِ
ज़ंगु	زنگ
ज़ंजीर	زنجير
जंड	جنڊ
जंडी	جنڊي
जंता	جنتا
जंहिं	جنهن
जंहिं	جَنهِن
ज़्आहिर	ظاهر
ज्झंग	جھنگ
ज़्नान्ख़ानो	زنانخانو
ज़्यानु	زيان
ज्वानी	جواني
ज्वान्	جوان
ज्वान्ड़ी	جوانڙي
ज्वान्ड़ो	جوانڙو
ज्वाला	جوالا
ज्वालामुखी	جوالامکي
ॼण	ڄڻ
ॼणणु	چَڻَڻُ
ॼणु	ڃڻ
ॼणे	ڄڻي
ॼमणु	ڄمڻ
ॼमणु	ڄَمَڻُ
ॼमाइणु	ڄمائڻ
ॼमाईंदड़	ڄمائيندڙ
ॼमियल	ڄميل
ॼमियल्	ڄميل
ॼमी	ڄمي
ॼमु	ڄَمُ
ॼाउ	ڄاءُ
ॼाड़ी	ڄاڙي
ॼाण	ڄاڻ
ॼाणणु	ڄاڻڻ
ॼाणाइणु	ڄاڻآئڻ
ॼाणाइणु	ڄاڻائڻ
ॼाणी	ڄاڻي
ॼाणु	ڄاڻُ
ॼाणू	ڄاڻو
ॼाणू	ڄاڻوُ
ॼाण्	ڄاڻ
ॼातलु	ڄاتل
ॼातल्	ڄاتل
ॼाम्ड़ो	ڄامڙو
ॼाम्फल	ڄامڦل
ॼारी	ڄاري
ॼारीदार	ڄاريدار
ॼारु	ڄار
ॼारो	ڄارو
ॼावल	ڄاول
ॼिभ	ڄڀ
ॼिभी	ڄڀي
ॼौर	ڄَور
झक	جھڪ
झकाई	جھڪائي
झकाईअ	جھڪائيءَ
झकी	جھڪي
झको	جھڪ
झको	جھَڪو
झको	جھڪو
झॻड़ालू	جڳڙالو
झॻड़ालू	جھڳڙالو
झॻड़ो	جھَڳِڙو
झॻड़ो	جھڳڙو
झॻिड़णु	جهڳڙڻ
झझाई	جھجھائي
झझो	جَھجھو
झझो	جھجھو
झट	جھٽ
झट	جهٽ
झटणु	جھٽڻ
झटि	جھٽ
झटिकणु	جھٽڪڻ
झट्के	جھٽڪي
झट्को	جھٽڪو
झट्पट	جھٽپٽ
झट्पट्	جھٽپٽ
झपणु	جھپڻ
झपु	جھپ
झपो	جھپو
झप्की	جھپڪي
झप्टणु	جھپٽڻ
झप्टो	جھپٽو
झर्णो	جھرڻو
झल	جھل
झलक	جھلڪ
झलक	جھَلَڪ
झलण	جھَلَڻَ
झलणु	جھلڻ
झलु	جھَلُ
झल्कणु	جھلڪڻ
झल्को	جھلڪو
झल्कंदड़	جھلڪندڙ
झाको	جھاڪو
झाटो	جھاٽو
झाड़	جھاڙ
झाड़	جھار
झाड़ूअ	جھاڙوءَ
झाती	جھاتي
झालर	جھالر
